ensembl_gene_id,external_gene_name,chromosome_name,strand,start_position,end_position,gene_biotype,human_module,zebrafish_module,description
ENSDARG00000104307,hoxa1a,19,1,20213166,20214801,protein_coding,grey,lightcyan,homeobox A1a [Source:ZFIN;Acc:ZDB-GENE-000823-5]
ENSDARG00000069274,ighmbp2,18,-1,20527459,20543274,protein_coding,turquoise,green,immunoglobulin mu binding protein 2 [Source:ZFIN;Acc:ZDB-GENE-050419-258]
ENSDARG00000077229,ano8b,11,-1,5967913,6004590,protein_coding,grey,yellow,NA
ENSDARG00000057410,rxfp3,21,-1,19451071,19452451,protein_coding,grey,grey,NA
ENSDARG00000103478,nsun6,7,1,71585154,71623677,protein_coding,blue,white,"NOL1/NOP2/Sun domain family, member 6 [Source:ZFIN;Acc:ZDB-GENE-080808-8]"
ENSDARG00000023952,fam167ab,20,1,18840935,18860144,protein_coding,brown,pink,NA
ENSDARG00000038768,mrpl12,3,-1,49018919,49031260,protein_coding,turquoise,white,mitochondrial ribosomal protein L12 [Source:ZFIN;Acc:ZDB-GENE-050417-187]
ENSDARG00000070425,dll4,20,1,28346074,28354934,protein_coding,grey,blue,delta-like 4 (Drosophila) [Source:ZFIN;Acc:ZDB-GENE-041014-73]
ENSDARG00000046053,slc27a6,10,1,16543580,16582484,protein_coding,green,brown,NA
ENSDARG00000079556,C2CD4C (1 of many),2,-1,53152823,53154088,protein_coding,turquoise,pink,NA
ENSDARG00000038788,dnai1.2,21,1,17919388,17946209,protein_coding,brown,grey,NA
ENSDARG00000074644,spock1,14,-1,1761759,1881384,protein_coding,grey,grey60,"sparc/osteonectin, cwcv and kazal-like domains proteoglycan (testican) 1 [Source:ZFIN;Acc:ZDB-GENE-110428-1]"
ENSDARG00000053929,opn4b,12,-1,25993522,26062207,protein_coding,turquoise,darkred,opsin 4b [Source:ZFIN;Acc:ZDB-GENE-080415-3]
ENSDARG00000053917,alg10,4,1,28385340,28391020,protein_coding,green,blue,asparagine-linked glycosylation 10 [Source:ZFIN;Acc:ZDB-GENE-110310-8]
ENSDARG00000075158,igdcc3,7,-1,31223591,31347061,protein_coding,turquoise,darkred,"immunoglobulin superfamily, DCC subclass, member 3 [Source:ZFIN;Acc:ZDB-GENE-080303-24]"
ENSDARG00000056886,tbccd1,9,-1,27930222,27939190,protein_coding,green,royalblue,TBCC domain containing 1 [Source:ZFIN;Acc:ZDB-GENE-041210-222]
ENSDARG00000010681,tjap1,13,-1,3851433,4005645,protein_coding,blue,darkgreen,tight junction associated protein 1 (peripheral) [Source:ZFIN;Acc:ZDB-GENE-081107-47]
ENSDARG00000060860,pstpip1a,18,-1,26948578,26981095,protein_coding,grey,yellow,proline-serine-threonine phosphatase interacting protein 1a [Source:ZFIN;Acc:ZDB-GENE-050419-251]
ENSDARG00000070626,cacng8b,16,-1,12992261,13063619,protein_coding,turquoise,grey,"calcium channel, voltage-dependent, gamma subunit 8b [Source:ZFIN;Acc:ZDB-GENE-100921-72]"
ENSDARG00000060102,kank1a,5,1,44246127,44340901,protein_coding,green,yellow,KN motif and ankyrin repeat domains 1a [Source:ZFIN;Acc:ZDB-GENE-060526-215]
ENSDARG00000012495,mphosph10,7,-1,30501841,30508425,protein_coding,grey,turquoise,M-phase phosphoprotein 10 (U3 small nucleolar ribonucleoprotein) [Source:ZFIN;Acc:ZDB-GENE-030131-2146]
ENSDARG00000088232,shisa2b,24,1,21200889,21216525,protein_coding,purple,grey,NA
ENSDARG00000017649,CDH7 (1 of many),24,-1,33708,40662,protein_coding,turquoise,green,cadherin 7 [Source:HGNC Symbol;Acc:HGNC:1766]
ENSDARG00000054973,itsn2b,17,-1,30456544,30504080,protein_coding,green,grey,NA
ENSDARG00000056590,calca,7,-1,27409363,27425765,protein_coding,grey,lightcyan,"calcitonin/calcitonin-related polypeptide, alpha [Source:ZFIN;Acc:ZDB-GENE-040718-173]"
ENSDARG00000018283,cyba,18,1,31094846,31097287,protein_coding,pink,brown,"cytochrome b-245, alpha polypeptide [Source:ZFIN;Acc:ZDB-GENE-040426-1526]"
ENSDARG00000056059,rangap1b,12,-1,18886052,18906194,protein_coding,black,blue,Ran GTPase activating protein 1b [Source:ZFIN;Acc:ZDB-GENE-040426-1921]
ENSDARG00000040465,irf2,14,-1,3977141,4014073,protein_coding,green,brown,interferon regulatory factor 2 [Source:ZFIN;Acc:ZDB-GENE-041212-38]
ENSDARG00000024759,inhbab,2,1,21828467,21845680,protein_coding,pink,salmon,"inhibin, beta Ab [Source:ZFIN;Acc:ZDB-GENE-050525-2]"
ENSDARG00000034424,atp1b2b,5,-1,37875378,37906828,protein_coding,turquoise,purple,"ATPase, Na+/K+ transporting, beta 2b polypeptide [Source:ZFIN;Acc:ZDB-GENE-010718-1]"
ENSDARG00000004891,pex19,2,1,37151824,37164115,protein_coding,turquoise,lightgreen,peroxisomal biogenesis factor 19 [Source:ZFIN;Acc:ZDB-GENE-050417-424]
ENSDARG00000027143,aptx,1,-1,52015299,52025415,protein_coding,brown,purple,aprataxin [Source:ZFIN;Acc:ZDB-GENE-040628-2]
ENSDARG00000076719,ANKRD34A,16,-1,42891959,42916035,protein_coding,turquoise,salmon,ankyrin repeat domain 34A [Source:HGNC Symbol;Acc:HGNC:27639]
ENSDARG00000053380,fam189a1,7,1,30874236,31065085,protein_coding,turquoise,turquoise,"family with sequence similarity 189, member A1 [Source:ZFIN;Acc:ZDB-GENE-040718-129]"
ENSDARG00000060946,pip5kl1,5,-1,31093163,31112246,protein_coding,turquoise,lightcyan,NA
ENSDARG00000019233,nln,10,1,15450447,15490787,protein_coding,yellow,darkorange,neurolysin (metallopeptidase M3 family) [Source:ZFIN;Acc:ZDB-GENE-041010-216]
ENSDARG00000038176,cyb561,3,-1,22686607,22699162,protein_coding,turquoise,midnightblue,cytochrome b561 [Source:ZFIN;Acc:ZDB-GENE-070713-3]
ENSDARG00000041533,ccdc130,22,-1,26219527,26231706,protein_coding,tan,black,coiled-coil domain containing 130 [Source:ZFIN;Acc:ZDB-GENE-040912-36]
ENSDARG00000089888,daglb,12,-1,927180,944829,protein_coding,turquoise,turquoise,"diacylglycerol lipase, beta [Source:ZFIN;Acc:ZDB-GENE-070619-2]"
ENSDARG00000079201,tshz2,23,1,38411439,38415699,protein_coding,turquoise,purple,teashirt zinc finger homeobox 2 [Source:ZFIN;Acc:ZDB-GENE-100322-2]
ENSDARG00000046013,rasl11a,7,-1,51039664,51046056,protein_coding,blue,tan,"RAS-like, family 11, member A [Source:ZFIN;Acc:ZDB-GENE-050417-384]"
ENSDARG00000078500,dap3,16,1,14311281,14325497,protein_coding,grey,pink,NA
ENSDARG00000022503,pkd2l1,13,1,25324869,25340926,protein_coding,turquoise,lightcyan,polycystic kidney disease 2-like 1 [Source:ZFIN;Acc:ZDB-GENE-030616-558]
ENSDARG00000060256,alkbh8,16,-1,42206032,42225585,protein_coding,turquoise,cyan,NA
ENSDARG00000104256,bco1,7,1,65037326,65066446,protein_coding,red,grey,beta-carotene oxygenase 1 [Source:ZFIN;Acc:ZDB-GENE-010508-1]
ENSDARG00000089390,pnpla2,25,1,4414737,4447606,protein_coding,grey,brown,NA
ENSDARG00000099672,capgb,12,1,22455185,22483092,protein_coding,greenyellow,grey,"capping protein (actin filament), gelsolin-like b [Source:ZFIN;Acc:ZDB-GENE-030131-8541]"
ENSDARG00000029497,tfcp2l1,9,1,38483124,38501955,protein_coding,red,red,transcription factor CP2-like 1 [Source:ZFIN;Acc:ZDB-GENE-040704-58]
ENSDARG00000003127,zgc:123105,21,-1,32424190,32434541,protein_coding,turquoise,blue,zgc:123105 [Source:ZFIN;Acc:ZDB-GENE-051113-272]
ENSDARG00000025076,marveld2a,10,-1,2919871,2944236,protein_coding,grey,royalblue,MARVEL domain containing 2a [Source:ZFIN;Acc:ZDB-GENE-050411-59]
ENSDARG00000042344,trmt6,20,-1,45850603,45868586,protein_coding,yellow,grey,NA
ENSDARG00000098618,erap2,5,-1,51579641,51598050,protein_coding,grey,purple,endoplasmic reticulum aminopeptidase 2 [Source:ZFIN;Acc:ZDB-GENE-080402-6]
ENSDARG00000102705,otud6b,19,-1,34249319,34263099,protein_coding,blue,grey,OTU domain containing 6B [Source:ZFIN;Acc:ZDB-GENE-040426-974]
ENSDARG00000044254,anxa3b,10,-1,9414034,9436174,protein_coding,grey,brown,annexin A3b [Source:ZFIN;Acc:ZDB-GENE-041114-128]
ENSDARG00000033436,mboat7,16,1,32060522,32072303,protein_coding,turquoise,black,membrane bound O-acyltransferase domain containing 7 [Source:ZFIN;Acc:ZDB-GENE-040426-1516]
ENSDARG00000073985,pctp,3,-1,10437948,10455400,protein_coding,turquoise,turquoise,phosphatidylcholine transfer protein [Source:ZFIN;Acc:ZDB-GENE-081022-182]
ENSDARG00000001879,nav2b,25,-1,14414373,14541400,protein_coding,brown,grey,neuron navigator 2b [Source:ZFIN;Acc:ZDB-GENE-061207-13]
ENSDARG00000079475,nckipsd,22,1,121009,129434,protein_coding,turquoise,grey,NCK interacting protein with SH3 domain [Source:ZFIN;Acc:ZDB-GENE-130326-2]
ENSDARG00000041107,cftr,18,1,20688024,20733744,protein_coding,blue,lightcyan,"cystic fibrosis transmembrane conductance regulator (ATP-binding cassette sub-family C, member 7) [Source:ZFIN;Acc:ZDB-GENE-050517-20]"
ENSDARG00000100422,ptpro,4,1,57288,85736,protein_coding,turquoise,turquoise,"protein tyrosine phosphatase, receptor type, O [Source:ZFIN;Acc:ZDB-GENE-070424-54]"
ENSDARG00000063574,mtg2,23,-1,534314,539746,protein_coding,grey,black,mitochondrial ribosome-associated GTPase 2 [Source:ZFIN;Acc:ZDB-GENE-030131-2209]
ENSDARG00000044619,birc2,21,1,22797300,22814625,protein_coding,green,turquoise,baculoviral IAP repeat containing 2 [Source:ZFIN;Acc:ZDB-GENE-030825-6]
ENSDARG00000000001,slc35a5,9,-1,34302882,34312656,protein_coding,blue,darkred,"solute carrier family 35, member A5 [Source:ZFIN;Acc:ZDB-GENE-030616-55]"
ENSDARG00000067975,atpif1a,19,-1,83962,85503,protein_coding,turquoise,red,ATPase inhibitory factor 1a [Source:ZFIN;Acc:ZDB-GENE-070410-36]
ENSDARG00000039136,cox16,13,-1,36186062,36193476,protein_coding,yellow,turquoise,COX16 cytochrome c oxidase assembly homolog (S. cerevisiae) [Source:ZFIN;Acc:ZDB-GENE-050417-60]
ENSDARG00000003205,ngly1,19,-1,21176476,21193227,protein_coding,turquoise,purple,N-glycanase 1 [Source:ZFIN;Acc:ZDB-GENE-050522-535]
ENSDARG00000103026,p3h2,22,1,24362719,24455227,protein_coding,brown,brown,prolyl 3-hydroxylase 2 [Source:ZFIN;Acc:ZDB-GENE-061207-44]
ENSDARG00000040290,pon3.2,16,-1,24741930,24753588,protein_coding,brown,grey,NA
ENSDARG00000060070,adcy7,7,-1,37490266,37587408,protein_coding,brown,pink,NA
ENSDARG00000015765,iah1,17,1,35295807,35299428,protein_coding,yellow,blue,isoamyl acetate-hydrolyzing esterase 1 homolog (S. cerevisiae) [Source:ZFIN;Acc:ZDB-GENE-041008-186]
ENSDARG00000014946,angpt2a,13,1,6166713,6178708,protein_coding,brown,purple,angiopoietin 2a [Source:ZFIN;Acc:ZDB-GENE-121101-1]
ENSDARG00000030905,cited2,20,-1,37012264,37014791,protein_coding,turquoise,blue,"Cbp/p300-interacting transactivator, with Glu/Asp-rich carboxy-terminal domain, 2 [Source:ZFIN;Acc:ZDB-GENE-041010-141]"
ENSDARG00000060725,dnajc16l,11,-1,3573732,3594171,protein_coding,turquoise,turquoise,"DnaJ (Hsp40) homolog, subfamily C, member 16 like [Source:ZFIN;Acc:ZDB-GENE-130530-696]"
ENSDARG00000018903,aimp2,3,-1,60875768,60883707,protein_coding,magenta,pink,NA
ENSDARG00000018817,bdnf,7,-1,31653833,31670520,protein_coding,turquoise,midnightblue,brain-derived neurotrophic factor [Source:ZFIN;Acc:ZDB-GENE-000412-1]
ENSDARG00000003846,mrpl21,7,-1,72154637,72161865,protein_coding,turquoise,blue,mitochondrial ribosomal protein L21 [Source:ZFIN;Acc:ZDB-GENE-061027-183]
ENSDARG00000068691,kctd4,9,-1,18868324,18869885,protein_coding,grey,white,potassium channel tetramerization domain containing 4 [Source:ZFIN;Acc:ZDB-GENE-040704-71]
ENSDARG00000059123,plcd1a,24,1,20227408,20274724,protein_coding,brown,tan,"phospholipase C, delta 1a [Source:ZFIN;Acc:ZDB-GENE-071004-78]"
ENSDARG00000017905,casp3a,1,1,16834405,16843370,protein_coding,grey,blue,"caspase 3, apoptosis-related cysteine peptidase a [Source:ZFIN;Acc:ZDB-GENE-011210-1]"
ENSDARG00000075525,cln8,17,1,25163616,25176480,protein_coding,blue,pink,"CLN8, transmembrane ER and ERGIC protein [Source:ZFIN;Acc:ZDB-GENE-060906-3]"
ENSDARG00000054890,rgra,13,-1,29315776,29325409,protein_coding,turquoise,lightyellow,retinal G protein coupled receptor a [Source:ZFIN;Acc:ZDB-GENE-040924-6]
ENSDARG00000031796,ache,7,-1,25805960,25816614,protein_coding,turquoise,purple,acetylcholinesterase [Source:ZFIN;Acc:ZDB-GENE-010906-1]
ENSDARG00000074244,arhgef10lb,23,1,21610776,21708782,protein_coding,salmon,purple,Rho guanine nucleotide exchange factor (GEF) 10-like b [Source:ZFIN;Acc:ZDB-GENE-090313-222]
ENSDARG00000068919,rad51c,10,1,32719320,32730374,protein_coding,turquoise,turquoise,RAD51 paralog C [Source:ZFIN;Acc:ZDB-GENE-041010-204]
ENSDARG00000027930,naprt,20,-1,52461541,52502394,protein_coding,turquoise,magenta,nicotinate phosphoribosyltransferase [Source:ZFIN;Acc:ZDB-GENE-040426-1897]
ENSDARG00000076870,piezo1,7,-1,55026811,55214514,protein_coding,turquoise,red,piezo-type mechanosensitive ion channel component 1 [Source:ZFIN;Acc:ZDB-GENE-041111-255]
ENSDARG00000045557,socs2,4,-1,18443206,18447923,protein_coding,red,red,NA
ENSDARG00000037068,IKZF4,23,-1,27756473,27768632,protein_coding,magenta,grey,NA
ENSDARG00000021239,apaf1,4,1,17854738,18074738,protein_coding,red,royalblue,apoptotic peptidase activating factor 1 [Source:ZFIN;Acc:ZDB-GENE-000616-4]
ENSDARG00000010169,myd88,24,-1,20044495,20048577,protein_coding,pink,salmon,myeloid differentiation primary response 88 [Source:ZFIN;Acc:ZDB-GENE-040219-3]
ENSDARG00000098641,nbeal2,16,-1,16450371,16614416,protein_coding,red,brown,NA
ENSDARG00000068176,uqcc1,6,-1,52518981,52567851,protein_coding,turquoise,darkred,ubiquinol-cytochrome c reductase complex assembly factor 1 [Source:ZFIN;Acc:ZDB-GENE-060929-1034]
ENSDARG00000076748,ntn2,24,-1,38837132,38899844,protein_coding,grey,cyan,NA
ENSDARG00000012051,mettl21a,22,-1,11627457,11632042,protein_coding,black,grey,NA
ENSDARG00000057465,gfpt1,8,-1,50019600,50056761,protein_coding,turquoise,darkturquoise,glutamine--fructose-6-phosphate transaminase 1 [Source:ZFIN;Acc:ZDB-GENE-070423-1]
ENSDARG00000062361,PAXBP1,10,1,24452524,24473099,protein_coding,purple,blue,zgc:158234 [Source:ZFIN;Acc:ZDB-GENE-070112-2352]
ENSDARG00000032919,chchd3a,4,-1,15491464,15604794,protein_coding,turquoise,red,coiled-coil-helix-coiled-coil-helix domain containing 3a [Source:ZFIN;Acc:ZDB-GENE-030131-5005]
ENSDARG00000007560,sema3bl,8,1,26502874,26554824,protein_coding,grey,blue,"sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3bl [Source:ZFIN;Acc:ZDB-GENE-030131-2956]"
ENSDARG00000008976,mdn1,20,-1,23978199,24047196,protein_coding,blue,yellow,midasin AAA ATPase 1 [Source:ZFIN;Acc:ZDB-GENE-041001-138]
ENSDARG00000102121,prr5b,4,1,216043,223018,protein_coding,turquoise,magenta,proline rich 5b (renal) [Source:ZFIN;Acc:ZDB-GENE-141212-324]
ENSDARG00000046127,tk2,7,-1,44260088,44265831,protein_coding,grey,grey,"thymidine kinase 2, mitochondrial [Source:ZFIN;Acc:ZDB-GENE-040718-243]"
ENSDARG00000032876,trit1,19,-1,31135454,31212769,protein_coding,yellow,pink,tRNA isopentenyltransferase 1 [Source:ZFIN;Acc:ZDB-GENE-060503-297]
ENSDARG00000019304,phactr3b,11,-1,1396149,1483185,protein_coding,blue,midnightblue,NA
ENSDARG00000043130,notch2,8,1,19516900,19587707,protein_coding,brown,yellow,notch 2 [Source:ZFIN;Acc:ZDB-GENE-000329-4]
ENSDARG00000021110,poc1b,25,-1,18270578,18339081,protein_coding,blue,grey,POC1 centriolar protein B [Source:ZFIN;Acc:ZDB-GENE-031118-54]
ENSDARG00000103251,sh3pxd2b,21,1,42722111,42785134,protein_coding,grey,tan,SH3 and PX domains 2B [Source:ZFIN;Acc:ZDB-GENE-060810-52]
ENSDARG00000043448,itm2ca,15,1,40161318,40181831,protein_coding,turquoise,grey,NA
ENSDARG00000038754,plk3,2,1,35621180,35629332,protein_coding,pink,greenyellow,NA
ENSDARG00000021697,morn3,10,-1,42098309,42111424,protein_coding,turquoise,turquoise,NA
ENSDARG00000055854,nr4a3,16,1,27404450,27434715,protein_coding,pink,turquoise,NA
ENSDARG00000034293,hif1ab,20,-1,20426938,20455904,protein_coding,pink,yellow,"hypoxia inducible factor 1, alpha subunit (basic helix-loop-helix transcription factor) b [Source:ZFIN;Acc:ZDB-GENE-040426-706]"
ENSDARG00000040005,scfd2,20,1,22900184,23132611,protein_coding,yellow,blue,sec1 family domain containing 2 [Source:ZFIN;Acc:ZDB-GENE-050320-143]
ENSDARG00000054196,slc38a8b,7,1,28892612,28904845,protein_coding,turquoise,darkred,"solute carrier family 38, member 8b [Source:ZFIN;Acc:ZDB-GENE-121005-6]"
ENSDARG00000025285,panx1a,15,1,2512322,2526362,protein_coding,turquoise,grey60,pannexin 1a [Source:ZFIN;Acc:ZDB-GENE-040426-766]
ENSDARG00000003446,ippk,22,-1,10486650,10509498,protein_coding,yellow,grey,"inositol 1,3,4,5,6-pentakisphosphate 2-kinase [Source:ZFIN;Acc:ZDB-GENE-050327-41]"
ENSDARG00000016117,exd2,17,-1,51707633,51729640,protein_coding,grey,darkturquoise,exonuclease 3'-5' domain containing 2 [Source:ZFIN;Acc:ZDB-GENE-030131-6387]
ENSDARG00000033735,ncf1,5,-1,60747820,60760976,protein_coding,green,grey,NA
ENSDARG00000036755,prmt9,1,-1,36012912,36040120,protein_coding,turquoise,purple,protein arginine methyltransferase 9 [Source:ZFIN;Acc:ZDB-GENE-080728-4]
ENSDARG00000079702,wdr81,15,-1,26620072,26638072,protein_coding,grey,green,WD repeat domain 81 [Source:ZFIN;Acc:ZDB-GENE-030131-3389]
ENSDARG00000041363,dctn3,16,-1,5245506,5254406,protein_coding,turquoise,white,dynactin 3 (p22) [Source:ZFIN;Acc:ZDB-GENE-040704-65]
ENSDARG00000008026,fam129bb,5,-1,28315748,28369571,protein_coding,brown,red,"family with sequence similarity 129, member Bb [Source:ZFIN;Acc:ZDB-GENE-030131-6218]"
ENSDARG00000038489,b3gnt7,22,1,36687671,36692452,protein_coding,magenta,grey,NA
ENSDARG00000029356,mboat1,16,-1,6454595,6484140,protein_coding,blue,darkturquoise,membrane bound O-acyltransferase domain containing 1 [Source:ZFIN;Acc:ZDB-GENE-041114-98]
ENSDARG00000039412,dmrta2,8,-1,16221508,16223351,protein_coding,blue,grey,DMRT-like family A2 [Source:ZFIN;Acc:ZDB-GENE-041116-2]
ENSDARG00000030949,srprb,15,-1,2547189,2556068,protein_coding,grey,darkgrey,"signal recognition particle receptor, B subunit [Source:ZFIN;Acc:ZDB-GENE-040718-311]"
ENSDARG00000045156,rgs9b,12,1,18559549,18595785,protein_coding,brown,darkred,regulator of G protein signaling 9b [Source:ZFIN;Acc:ZDB-GENE-040426-1708]
ENSDARG00000020845,tns1b,9,-1,47738615,47957048,protein_coding,blue,yellow,tensin 1b [Source:ZFIN;Acc:ZDB-GENE-030131-6933]
ENSDARG00000036809,ANPEP (1 of many),7,-1,15125125,15164732,protein_coding,grey,blue,si:ch211-106j24.1 [Source:ZFIN;Acc:ZDB-GENE-130530-595]
ENSDARG00000067848,nmrk2,2,1,55859095,55866484,protein_coding,brown,royalblue,nicotinamide riboside kinase 2 [Source:ZFIN;Acc:ZDB-GENE-040912-44]
ENSDARG00000028625,jph2,23,-1,35622804,35657312,protein_coding,red,red,junctophilin 2 [Source:ZFIN;Acc:ZDB-GENE-030131-9848]
ENSDARG00000009218,mars2,14,-1,23381804,23387569,protein_coding,grey,yellow,NA
ENSDARG00000010794,tfeb,11,-1,22127519,22200738,protein_coding,blue,red,transcription factor EB [Source:ZFIN;Acc:ZDB-GENE-090807-3]
ENSDARG00000058323,tmbim1a,6,-1,12761180,12787308,protein_coding,grey,red,NA
ENSDARG00000031496,ap1ar,14,1,4489477,4507630,protein_coding,turquoise,grey,NA
ENSDARG00000060638,CLSTN2 (1 of many),15,1,41598197,41706802,protein_coding,turquoise,cyan,si:ch211-276c2.2 [Source:ZFIN;Acc:ZDB-GENE-121214-77]
ENSDARG00000001015,znf384l,19,-1,7041463,7070639,protein_coding,brown,turquoise,zinc finger protein 384 like [Source:ZFIN;Acc:ZDB-GENE-030616-498]
ENSDARG00000040841,adra2a,22,-1,29635605,29637413,protein_coding,turquoise,blue,adrenoceptor alpha 2A [Source:ZFIN;Acc:ZDB-GENE-021010-1]
ENSDARG00000076439,ppp4cb,12,-1,3927586,3941577,protein_coding,magenta,darkturquoise,"protein phosphatase 4, catalytic subunit b [Source:ZFIN;Acc:ZDB-GENE-080219-32]"
ENSDARG00000058857,zgc:112052,18,-1,13155528,13164550,protein_coding,turquoise,grey,zgc:112052 [Source:ZFIN;Acc:ZDB-GENE-050417-151]
ENSDARG00000060246,slc16a6b,3,1,36183934,36199074,protein_coding,turquoise,blue,"solute carrier family 16, member 6b [Source:ZFIN;Acc:ZDB-GENE-110208-3]"
ENSDARG00000002666,kcnj1b,10,1,39382935,39386332,protein_coding,grey,lightcyan,"potassium inwardly-rectifying channel, subfamily J, member 1b [Source:ZFIN;Acc:ZDB-GENE-070620-9]"
ENSDARG00000078853,arhgef19,23,-1,24210923,24240736,protein_coding,grey,purple,Rho guanine nucleotide exchange factor (GEF) 19 [Source:ZFIN;Acc:ZDB-GENE-090313-243]
ENSDARG00000075532,slc4a11,13,1,13639988,13795967,protein_coding,turquoise,turquoise,NA
ENSDARG00000077092,elk4,11,-1,38203340,38225359,protein_coding,purple,yellow,"ELK4, ETS-domain protein [Source:ZFIN;Acc:ZDB-GENE-030716-1]"
ENSDARG00000078762,tmem169b,9,-1,53068538,53069829,protein_coding,turquoise,grey,transmembrane protein 169b [Source:ZFIN;Acc:ZDB-GENE-141211-51]
ENSDARG00000076847,tnrc6c1,3,-1,34129247,34208461,protein_coding,blue,grey60,trinucleotide repeat containing 6C1 [Source:ZFIN;Acc:ZDB-GENE-030131-7440]
ENSDARG00000070012,sesn2,19,1,43745518,43761860,protein_coding,black,grey,NA
ENSDARG00000101236,cep83,4,-1,20404271,20414431,protein_coding,magenta,green,centrosomal protein 83 [Source:ZFIN;Acc:ZDB-GENE-110321-1]
ENSDARG00000042827,adoa,12,1,8437025,8438670,protein_coding,blue,grey,NA
ENSDARG00000062662,lmod3,23,1,14058901,14066565,protein_coding,turquoise,red,leiomodin 3 (fetal) [Source:ZFIN;Acc:ZDB-GENE-090313-353]
ENSDARG00000036678,trmt10a,7,-1,18452476,18521724,protein_coding,blue,grey,tRNA methyltransferase 10A [Source:ZFIN;Acc:ZDB-GENE-130530-594]
ENSDARG00000031976,nos2b,15,1,30442750,30468606,protein_coding,turquoise,grey,"nitric oxide synthase 2b, inducible [Source:ZFIN;Acc:ZDB-GENE-080916-1]"
ENSDARG00000058011,arxa,24,-1,23791655,23797548,protein_coding,turquoise,pink,aristaless related homeobox a [Source:ZFIN;Acc:ZDB-GENE-990415-15]
ENSDARG00000074623,tbc1d31,16,1,25381357,25400104,protein_coding,grey,blue,"TBC1 domain family, member 31 [Source:ZFIN;Acc:ZDB-GENE-061218-4]"
ENSDARG00000077686,aak1b,10,-1,41139556,41235207,protein_coding,turquoise,grey,AP2 associated kinase 1b [Source:ZFIN;Acc:ZDB-GENE-091118-25]
ENSDARG00000021378,phf21ab,25,-1,7594875,7635868,protein_coding,black,grey60,NA
ENSDARG00000079067,mms19,12,1,2769759,2813555,protein_coding,turquoise,skyblue,"MMS19 homolog, cytosolic iron-sulfur assembly component [Source:ZFIN;Acc:ZDB-GENE-120316-2]"
ENSDARG00000052537,cptp,23,1,36983497,36990461,protein_coding,turquoise,grey,ceramide-1-phosphate transfer protein [Source:ZFIN;Acc:ZDB-GENE-040801-240]
ENSDARG00000004176,ulk4,16,1,6002497,6281439,protein_coding,red,green,unc-51 like kinase 4 [Source:ZFIN;Acc:ZDB-GENE-100922-243]
ENSDARG00000098451,tmem56a,24,-1,31161323,31203145,protein_coding,turquoise,blue,transmembrane protein 56a [Source:ZFIN;Acc:ZDB-GENE-090402-1]
ENSDARG00000002006,rxrbb,16,1,18729979,18763291,protein_coding,turquoise,darkturquoise,"retinoid x receptor, beta b [Source:ZFIN;Acc:ZDB-GENE-990415-242]"
ENSDARG00000011862,inaa,13,1,28545236,28550586,protein_coding,turquoise,midnightblue,"internexin neuronal intermediate filament protein, alpha a [Source:ZFIN;Acc:ZDB-GENE-060531-65]"
ENSDARG00000051940,ugt2a1,5,-1,69154214,69175547,protein_coding,grey,grey,"UDP glucuronosyltransferase 2 family, polypeptide A1 [Source:ZFIN;Acc:ZDB-GENE-080721-20]"
ENSDARG00000102846,trmt13,22,-1,16285470,16291616,protein_coding,blue,grey,tRNA methyltransferase 13 homolog (S. cerevisiae) [Source:ZFIN;Acc:ZDB-GENE-050327-19]
ENSDARG00000062421,pex2,24,1,23057371,23069084,protein_coding,green,darkred,peroxisomal biogenesis factor 2 [Source:ZFIN;Acc:ZDB-GENE-070530-2]
ENSDARG00000036625,polr2f,3,-1,2032082,2041540,protein_coding,blue,salmon,polymerase (RNA) II (DNA directed) polypeptide F [Source:ZFIN;Acc:ZDB-GENE-040718-279]
ENSDARG00000003517,impa1,2,1,27027279,27033274,protein_coding,turquoise,midnightblue,inositol monophosphatase 1 [Source:ZFIN;Acc:ZDB-GENE-040718-245]
ENSDARG00000074378,junba,1,-1,51098615,51100171,protein_coding,pink,midnightblue,NA
ENSDARG00000077409,cby1,12,1,19066668,19069805,protein_coding,black,grey,chibby homolog 1 (Drosophila) [Source:ZFIN;Acc:ZDB-GENE-030131-5074]
ENSDARG00000104516,polr3d,KN150353.1,-1,3490,16445,protein_coding,grey,cyan,polymerase (RNA) III (DNA directed) polypeptide D [Source:ZFIN;Acc:ZDB-GENE-040426-1017]
ENSDARG00000010312,cp,22,1,38220813,38246841,protein_coding,purple,grey,ceruloplasmin [Source:ZFIN;Acc:ZDB-GENE-010522-1]
ENSDARG00000062109,shdb,22,1,21373530,21440830,protein_coding,turquoise,darkred,"Src homology 2 domain containing transforming protein D, b [Source:ZFIN;Acc:ZDB-GENE-030131-6059]"
ENSDARG00000011317,adra1ba,21,1,29190529,29211247,protein_coding,turquoise,pink,adrenoceptor alpha 1Ba [Source:ZFIN;Acc:ZDB-GENE-120510-1]
ENSDARG00000091428,FCHSD2,10,1,36797744,36838788,protein_coding,grey,lightgreen,NA
ENSDARG00000075672,pms2,12,1,17481654,17497650,protein_coding,turquoise,black,"PMS1 homolog 2, mismatch repair system component [Source:ZFIN;Acc:ZDB-GENE-030131-686]"
ENSDARG00000101969,QRFPR (1 of many),12,-1,47806325,47925557,protein_coding,grey,yellow,NA
